concentration_pM,sensor_surface_c_avg_6000s_pM,Kd_pM,alpha0,noise_floor_pA,lambda_D_nm,effective_charge_distance_nm,N_bound,alpha_eff,DeltaIds_screened_A,DeltaIds_screened_pA,detection_threshold_pA,detectable,required_alpha0_for_detection,maximum_allowed_distance_nm,maximum_allowed_noise_floor_pA
0.5,0.436455382421082,10.0,0.03,10.0,0.8,1.0,8.361338754328685,0.008595143905805703,1.4392935462657766e-11,14.392935462657766,30.0,False,0.0625306771044055,0.4124320893350042,4.797645154219255
0.5,0.436455382421082,10.0,0.03,10.0,0.8,2.0,8.361338754328685,0.002462549958716964,4.12364505095059e-12,4.123645050950589,30.0,False,0.21825350845668215,0.4124320893350042,1.3745483503168632
0.5,0.436455382421082,10.0,0.03,10.0,0.8,5.0,8.361338754328685,5.791362408683128e-05,9.697883630864569e-14,0.09697883630864569,30.0,False,9.280375329887978,0.4124320893350042,0.032326278769548564
0.5,0.436455382421082,10.0,0.03,10.0,0.8,10.0,8.361338754328685,1.1179959516236012e-07,1.87213195678575e-16,0.000187213195678575,30.0,False,4807.353438617668,0.4124320893350042,6.240439855952499e-05
0.5,0.436455382421082,10.0,0.03,10.0,3.0,0.5,8.361338754328685,0.02539445174671842,4.2524093733115136e-11,42.52409373311514,30.0,True,0.021164472208355038,1.5466203350062657,14.174697911038379
0.5,0.436455382421082,10.0,0.03,10.0,3.0,1.0,8.361338754328685,0.021495939317213678,3.599586821261745e-11,35.99586821261745,30.0,True,0.025002869626145802,1.5466203350062657,11.998622737539149
0.5,0.436455382421082,10.0,0.03,10.0,3.0,2.0,8.361338754328685,0.01540251357097776,2.579216662562818e-11,25.79216662562818,30.0,False,0.03489431551305667,1.5466203350062657,8.597388875209393
0.5,0.436455382421082,10.0,0.03,10.0,3.0,5.0,8.361338754328685,0.005666268085126855,9.48840784483682e-12,9.48840784483682,30.0,False,0.09485258377565851,1.5466203350062657,3.162802614945607
0.5,0.436455382421082,10.0,0.03,10.0,3.0,10.0,8.361338754328685,0.0010702198004175717,1.7921287516622051e-12,1.792128751662205,30.0,False,0.502196061061599,1.5466203350062657,0.5973762505540684
0.5,0.436455382421082,10.0,0.03,10.0,9.6,0.5,8.361338754328685,0.028477492782005256,4.768677758528845e-11,47.68677758528845,30.0,True,0.018873156157182935,4.94918507202005,15.895592528429484
0.5,0.436455382421082,10.0,0.03,10.0,9.6,1.0,8.361338754328685,0.027032253171638716,4.526666214940473e-11,45.26666214940473,30.0,True,0.019882181660081495,4.94918507202005,15.088887383134908
0.5,0.436455382421082,10.0,0.03,10.0,9.6,2.0,8.361338754328685,0.024358090384519047,4.078866238192481e-11,40.78866238192481,30.0,True,0.02206495500080013,4.94918507202005,13.596220793974938
0.5,0.436455382421082,10.0,0.03,10.0,9.6,5.0,8.361338754328685,0.01782075961660905,2.9841622882444145e-11,29.841622882444145,30.0,False,0.030159217665386116,4.94918507202005,9.947207627481381
0.5,0.436455382421082,10.0,0.03,10.0,9.6,10.0,8.361338754328685,0.010585982443765466,1.7726679598584577e-11,17.726679598584578,30.0,False,0.050770929490476166,4.94918507202005,5.908893199528192
0.5,0.436455382421082,10.0,0.03,50.0,0.8,0.5,8.361338754328685,0.016057842855569708,2.6889543493693247e-11,26.889543493693246,150.0,False,0.16735129776581903,0.0,8.963181164564416
0.5,0.436455382421082,10.0,0.03,50.0,0.8,1.0,8.361338754328685,0.008595143905805703,1.4392935462657766e-11,14.392935462657766,150.0,False,0.3126533855220275,0.0,4.797645154219255
0.5,0.436455382421082,10.0,0.03,50.0,0.8,2.0,8.361338754328685,0.002462549958716964,4.12364505095059e-12,4.123645050950589,150.0,False,1.0912675422834106,0.0,1.3745483503168632
0.5,0.436455382421082,10.0,0.03,50.0,0.8,5.0,8.361338754328685,5.791362408683128e-05,9.697883630864569e-14,0.09697883630864569,150.0,False,46.40187664943989,0.0,0.032326278769548564
0.5,0.436455382421082,10.0,0.03,50.0,0.8,10.0,8.361338754328685,1.1179959516236012e-07,1.87213195678575e-16,0.000187213195678575,150.0,False,24036.76719308834,0.0,6.240439855952499e-05
0.5,0.436455382421082,10.0,0.03,50.0,3.0,0.5,8.361338754328685,0.02539445174671842,4.2524093733115136e-11,42.52409373311514,150.0,False,0.10582236104177518,0.0,14.174697911038379
0.5,0.436455382421082,10.0,0.03,50.0,3.0,1.0,8.361338754328685,0.021495939317213678,3.599586821261745e-11,35.99586821261745,150.0,False,0.125014348130729,0.0,11.998622737539149
0.5,0.436455382421082,10.0,0.03,50.0,3.0,2.0,8.361338754328685,0.01540251357097776,2.579216662562818e-11,25.79216662562818,150.0,False,0.17447157756528336,0.0,8.597388875209393
0.5,0.436455382421082,10.0,0.03,50.0,3.0,5.0,8.361338754328685,0.005666268085126855,9.48840784483682e-12,9.48840784483682,150.0,False,0.4742629188782926,0.0,3.162802614945607
0.5,0.436455382421082,10.0,0.03,50.0,3.0,10.0,8.361338754328685,0.0010702198004175717,1.7921287516622051e-12,1.792128751662205,150.0,False,2.510980305307995,0.0,0.5973762505540684
0.5,0.436455382421082,10.0,0.03,50.0,9.6,0.5,8.361338754328685,0.028477492782005256,4.768677758528845e-11,47.68677758528845,150.0,False,0.09436578078591468,0.0,15.895592528429484
0.5,0.436455382421082,10.0,0.03,50.0,9.6,1.0,8.361338754328685,0.027032253171638716,4.526666214940473e-11,45.26666214940473,150.0,False,0.09941090830040747,0.0,15.088887383134908
0.5,0.436455382421082,10.0,0.03,50.0,9.6,2.0,8.361338754328685,0.024358090384519047,4.078866238192481e-11,40.78866238192481,150.0,False,0.11032477500400065,0.0,13.596220793974938
0.5,0.436455382421082,10.0,0.03,50.0,9.6,5.0,8.361338754328685,0.01782075961660905,2.9841622882444145e-11,29.841622882444145,150.0,False,0.1507960883269306,0.0,9.947207627481381
0.5,0.436455382421082,10.0,0.03,50.0,9.6,10.0,8.361338754328685,0.010585982443765466,1.7726679598584577e-11,17.726679598584578,150.0,False,0.25385464745238084,0.0,5.908893199528192
0.5,0.436455382421082,10.0,0.03,100.0,0.8,0.5,8.361338754328685,0.016057842855569708,2.6889543493693247e-11,26.889543493693246,300.0,False,0.33470259553163806,0.0,8.963181164564416
0.5,0.436455382421082,10.0,0.03,100.0,0.8,1.0,8.361338754328685,0.008595143905805703,1.4392935462657766e-11,14.392935462657766,300.0,False,0.625306771044055,0.0,4.797645154219255
0.5,0.436455382421082,10.0,0.03,100.0,0.8,2.0,8.361338754328685,0.002462549958716964,4.12364505095059e-12,4.123645050950589,300.0,False,2.182535084566821,0.0,1.3745483503168632
0.5,0.436455382421082,10.0,0.03,100.0,0.8,5.0,8.361338754328685,5.791362408683128e-05,9.697883630864569e-14,0.09697883630864569,300.0,False,92.80375329887978,0.0,0.032326278769548564
0.5,0.436455382421082,10.0,0.03,100.0,0.8,10.0,8.361338754328685,1.1179959516236012e-07,1.87213195678575e-16,0.000187213195678575,300.0,False,48073.53438617668,0.0,6.240439855952499e-05
0.5,0.436455382421082,10.0,0.03,100.0,3.0,0.5,8.361338754328685,0.02539445174671842,4.2524093733115136e-11,42.52409373311514,300.0,False,0.21164472208355037,0.0,14.174697911038379
0.5,0.436455382421082,10.0,0.03,100.0,3.0,1.0,8.361338754328685,0.021495939317213678,3.599586821261745e-11,35.99586821261745,300.0,False,0.250028696261458,0.0,11.998622737539149
0.5,0.436455382421082,10.0,0.03,100.0,3.0,2.0,8.361338754328685,0.01540251357097776,2.579216662562818e-11,25.79216662562818,300.0,False,0.34894315513056673,0.0,8.597388875209393
0.5,0.436455382421082,10.0,0.03,100.0,3.0,5.0,8.361338754328685,0.005666268085126855,9.48840784483682e-12,9.48840784483682,300.0,False,0.9485258377565852,0.0,3.162802614945607
0.5,0.436455382421082,10.0,0.03,100.0,3.0,10.0,8.361338754328685,0.0010702198004175717,1.7921287516622051e-12,1.792128751662205,300.0,False,5.02196061061599,0.0,0.5973762505540684
0.5,0.436455382421082,10.0,0.03,100.0,9.6,0.5,8.361338754328685,0.028477492782005256,4.768677758528845e-11,47.68677758528845,300.0,False,0.18873156157182935,0.0,15.895592528429484
0.5,0.436455382421082,10.0,0.03,100.0,9.6,1.0,8.361338754328685,0.027032253171638716,4.526666214940473e-11,45.26666214940473,300.0,False,0.19882181660081494,0.0,15.088887383134908
0.5,0.436455382421082,10.0,0.03,100.0,9.6,2.0,8.361338754328685,0.024358090384519047,4.078866238192481e-11,40.78866238192481,300.0,False,0.2206495500080013,0.0,13.596220793974938
0.5,0.436455382421082,10.0,0.03,100.0,9.6,5.0,8.361338754328685,0.01782075961660905,2.9841622882444145e-11,29.841622882444145,300.0,False,0.3015921766538612,0.0,9.947207627481381
0.5,0.436455382421082,10.0,0.03,100.0,9.6,10.0,8.361338754328685,0.010585982443765466,1.7726679598584577e-11,17.726679598584578,300.0,False,0.5077092949047617,0.0,5.908893199528192
0.5,0.436455382421082,10.0,0.1,1.0,0.8,0.5,8.361338754328685,0.05352614285189903,8.963181164564417e-11,89.63181164564416,3.0,True,0.0033470259553163807,3.2176784071909896,29.877270548548054
0.5,0.436455382421082,10.0,0.1,1.0,0.8,1.0,8.361338754328685,0.028650479686019012,4.797645154219256e-11,47.97645154219256,3.0,True,0.00625306771044055,3.2176784071909896,15.992150514064186
0.5,0.436455382421082,10.0,0.1,1.0,0.8,2.0,8.361338754328685,0.008208499862389881,1.3745483503168635e-11,13.745483503168634,3.0,True,0.021825350845668216,3.2176784071909896,4.581827834389545
0.5,0.436455382421082,10.0,0.1,1.0,0.8,5.0,8.361338754328685,0.00019304541362277094,3.2326278769548566e-13,0.32326278769548566,3.0,False,0.9280375329887979,3.2176784071909896,0.10775426256516189
0.5,0.436455382421082,10.0,0.1,1.0,0.8,10.0,8.361338754328685,3.726653172078671e-07,6.240439855952501e-16,0.0006240439855952502,3.0,False,480.7353438617668,3.2176784071909896,0.00020801466186508337
0.5,0.436455382421082,10.0,0.1,1.0,3.0,0.5,8.361338754328685,0.08464817248906142,1.417469791103838e-10,141.74697911038382,3.0,True,0.002116447220835504,12.06629402696621,47.2489930367946
0.5,0.436455382421082,10.0,0.1,1.0,3.0,1.0,8.361338754328685,0.07165313105737893,1.199862273753915e-10,119.98622737539151,3.0,True,0.00250028696261458,12.06629402696621,39.9954091251305
0.5,0.436455382421082,10.0,0.1,1.0,3.0,2.0,8.361338754328685,0.0513417119032592,8.597388875209395e-11,85.97388875209396,3.0,True,0.0034894315513056672,12.06629402696621,28.65796291736465
0.5,0.436455382421082,10.0,0.1,1.0,3.0,5.0,8.361338754328685,0.018887560283756183,3.162802614945607e-11,31.62802614945607,3.0,True,0.009485258377565852,12.06629402696621,10.542675383152023
0.5,0.436455382421082,10.0,0.1,1.0,3.0,10.0,8.361338754328685,0.0035673993347252395,5.973762505540685e-12,5.973762505540685,3.0,True,0.0502196061061599,12.06629402696621,1.9912541685135614
0.5,0.436455382421082,10.0,0.1,1.0,9.6,0.5,8.361338754328685,0.09492497594001753,1.5895592528429485e-10,158.95592528429484,3.0,True,0.0018873156157182937,38.61214088629187,52.98530842809828
0.5,0.436455382421082,10.0,0.1,1.0,9.6,1.0,8.361338754328685,0.09010751057212907,1.5088887383134914e-10,150.88887383134914,3.0,True,0.0019882181660081494,38.61214088629187,50.296291277116374
0.5,0.436455382421082,10.0,0.1,1.0,9.6,2.0,8.361338754328685,0.0811936346150635,1.3596220793974938e-10,135.96220793974936,3.0,True,0.002206495500080013,38.61214088629187,45.320735979916456
0.5,0.436455382421082,10.0,0.1,1.0,9.6,5.0,8.361338754328685,0.0594025320553635,9.947207627481382e-11,99.47207627481382,3.0,True,0.0030159217665386116,38.61214088629187,33.15735875827127
0.5,0.436455382421082,10.0,0.1,1.0,9.6,10.0,8.361338754328685,0.03528660814588489,5.908893199528192e-11,59.08893199528192,3.0,True,0.0050770929490476175,38.61214088629187,19.696310665093975
0.5,0.436455382421082,10.0,0.1,5.0,0.8,0.5,8.361338754328685,0.05352614285189903,8.963181164564417e-11,89.63181164564416,15.0,True,0.0167351297765819,1.9301280772437093,29.877270548548054
0.5,0.436455382421082,10.0,0.1,5.0,0.8,1.0,8.361338754328685,0.028650479686019012,4.797645154219256e-11,47.97645154219256,15.0,True,0.03126533855220275,1.9301280772437093,15.992150514064186
0.5,0.436455382421082,10.0,0.1,5.0,0.8,2.0,8.361338754328685,0.008208499862389881,1.3745483503168635e-11,13.745483503168634,15.0,False,0.10912675422834107,1.9301280772437093,4.581827834389545
0.5,0.436455382421082,10.0,0.1,5.0,0.8,5.0,8.361338754328685,0.00019304541362277094,3.2326278769548566e-13,0.32326278769548566,15.0,False,4.640187664943989,1.9301280772437093,0.10775426256516189
0.5,0.436455382421082,10.0,0.1,5.0,0.8,10.0,8.361338754328685,3.726653172078671e-07,6.240439855952501e-16,0.0006240439855952502,15.0,False,2403.676719308834,1.9301280772437093,0.00020801466186508337
0.5,0.436455382421082,10.0,0.1,5.0,3.0,0.5,8.361338754328685,0.08464817248906142,1.417469791103838e-10,141.74697911038382,15.0,True,0.010582236104177519,7.237980289663909,47.2489930367946
0.5,0.436455382421082,10.0,0.1,5.0,3.0,1.0,8.361338754328685,0.07165313105737893,1.199862273753915e-10,119.98622737539151,15.0,True,0.012501434813072901,7.237980289663909,39.9954091251305
0.5,0.436455382421082,10.0,0.1,5.0,3.0,2.0,8.361338754328685,0.0513417119032592,8.597388875209395e-11,85.97388875209396,15.0,True,0.017447157756528334,7.237980289663909,28.65796291736465
0.5,0.436455382421082,10.0,0.1,5.0,3.0,5.0,8.361338754328685,0.018887560283756183,3.162802614945607e-11,31.62802614945607,15.0,True,0.04742629188782926,7.237980289663909,10.542675383152023
0.5,0.436455382421082,10.0,0.1,5.0,3.0,10.0,8.361338754328685,0.0035673993347252395,5.973762505540685e-12,5.973762505540685,15.0,False,0.2510980305307995,7.237980289663909,1.9912541685135614
0.5,0.436455382421082,10.0,0.1,5.0,9.6,0.5,8.361338754328685,0.09492497594001753,1.5895592528429485e-10,158.95592528429484,15.0,True,0.009436578078591468,23.16153692692451,52.98530842809828
0.5,0.436455382421082,10.0,0.1,5.0,9.6,1.0,8.361338754328685,0.09010751057212907,1.5088887383134914e-10,150.88887383134914,15.0,True,0.009941090830040748,23.16153692692451,50.296291277116374
0.5,0.436455382421082,10.0,0.1,5.0,9.6,2.0,8.361338754328685,0.0811936346150635,1.3596220793974938e-10,135.96220793974936,15.0,True,0.011032477500400066,23.16153692692451,45.320735979916456
0.5,0.436455382421082,10.0,0.1,5.0,9.6,5.0,8.361338754328685,0.0594025320553635,9.947207627481382e-11,99.47207627481382,15.0,True,0.015079608832693058,23.16153692692451,33.15735875827127
0.5,0.436455382421082,10.0,0.1,5.0,9.6,10.0,8.361338754328685,0.03528660814588489,5.908893199528192e-11,59.08893199528192,15.0,True,0.025385464745238083,23.16153692692451,19.696310665093975
0.5,0.436455382421082,10.0,0.1,10.0,0.8,0.5,8.361338754328685,0.05352614285189903,8.963181164564417e-11,89.63181164564416,30.0,True,0.0334702595531638,1.3756103327957532,29.877270548548054
0.5,0.436455382421082,10.0,0.1,10.0,0.8,1.0,8.361338754328685,0.028650479686019012,4.797645154219256e-11,47.97645154219256,30.0,True,0.0625306771044055,1.3756103327957532,15.992150514064186
0.5,0.436455382421082,10.0,0.1,10.0,0.8,2.0,8.361338754328685,0.008208499862389881,1.3745483503168635e-11,13.745483503168634,30.0,False,0.21825350845668215,1.3756103327957532,4.581827834389545
0.5,0.436455382421082,10.0,0.1,10.0,0.8,5.0,8.361338754328685,0.00019304541362277094,3.2326278769548566e-13,0.32326278769548566,30.0,False,9.280375329887978,1.3756103327957532,0.10775426256516189
0.5,0.436455382421082,10.0,0.1,10.0,0.8,10.0,8.361338754328685,3.726653172078671e-07,6.240439855952501e-16,0.0006240439855952502,30.0,False,4807.353438617668,1.3756103327957532,0.00020801466186508337
0.5,0.436455382421082,10.0,0.1,10.0,3.0,0.5,8.361338754328685,0.08464817248906142,1.417469791103838e-10,141.74697911038382,30.0,True,0.021164472208355038,5.158538747984074,47.2489930367946
0.5,0.436455382421082,10.0,0.1,10.0,3.0,1.0,8.361338754328685,0.07165313105737893,1.199862273753915e-10,119.98622737539151,30.0,True,0.025002869626145802,5.158538747984074,39.9954091251305
0.5,0.436455382421082,10.0,0.1,10.0,3.0,2.0,8.361338754328685,0.0513417119032592,8.597388875209395e-11,85.97388875209396,30.0,True,0.03489431551305667,5.158538747984074,28.65796291736465
0.5,0.436455382421082,10.0,0.1,10.0,3.0,5.0,8.361338754328685,0.018887560283756183,3.162802614945607e-11,31.62802614945607,30.0,True,0.09485258377565851,5.158538747984074,10.542675383152023
0.5,0.436455382421082,10.0,0.1,10.0,3.0,10.0,8.361338754328685,0.0035673993347252395,5.973762505540685e-12,5.973762505540685,30.0,False,0.502196061061599,5.158538747984074,1.9912541685135614
0.5,0.436455382421082,10.0,0.1,10.0,9.6,0.5,8.361338754328685,0.09492497594001753,1.5895592528429485e-10,158.95592528429484,30.0,True,0.018873156157182935,16.507323993549036,52.98530842809828
0.5,0.436455382421082,10.0,0.1,10.0,9.6,1.0,8.361338754328685,0.09010751057212907,1.5088887383134914e-10,150.88887383134914,30.0,True,0.019882181660081495,16.507323993549036,50.296291277116374
0.5,0.436455382421082,10.0,0.1,10.0,9.6,2.0,8.361338754328685,0.0811936346150635,1.3596220793974938e-10,135.96220793974936,30.0,True,0.02206495500080013,16.507323993549036,45.320735979916456
0.5,0.436455382421082,10.0,0.1,10.0,9.6,5.0,8.361338754328685,0.0594025320553635,9.947207627481382e-11,99.47207627481382,30.0,True,0.030159217665386116,16.507323993549036,33.15735875827127
0.5,0.436455382421082,10.0,0.1,10.0,9.6,10.0,8.361338754328685,0.03528660814588489,5.908893199528192e-11,59.08893199528192,30.0,True,0.050770929490476166,16.507323993549036,19.696310665093975
0.5,0.436455382421082,10.0,0.1,50.0,0.8,0.5,8.361338754328685,0.05352614285189903,8.963181164564417e-11,89.63181164564416,150.0,False,0.16735129776581903,0.08806000284847278,29.877270548548054
0.5,0.436455382421082,10.0,0.1,50.0,0.8,1.0,8.361338754328685,0.028650479686019012,4.797645154219256e-11,47.97645154219256,150.0,False,0.3126533855220275,0.08806000284847278,15.992150514064186
0.5,0.436455382421082,10.0,0.1,50.0,0.8,2.0,8.361338754328685,0.008208499862389881,1.3745483503168635e-11,13.745483503168634,150.0,False,1.0912675422834106,0.08806000284847278,4.581827834389545
0.5,0.436455382421082,10.0,0.1,50.0,0.8,5.0,8.361338754328685,0.00019304541362277094,3.2326278769548566e-13,0.32326278769548566,150.0,False,46.40187664943989,0.08806000284847278,0.10775426256516189
0.5,0.436455382421082,10.0,0.1,50.0,0.8,10.0,8.361338754328685,3.726653172078671e-07,6.240439855952501e-16,0.0006240439855952502,150.0,False,24036.76719308834,0.08806000284847278,0.00020801466186508337
0.5,0.436455382421082,10.0,0.1,50.0,3.0,0.5,8.361338754328685,0.08464817248906142,1.417469791103838e-10,141.74697911038382,150.0,False,0.10582236104177518,0.3302250106817729,47.2489930367946
0.5,0.436455382421082,10.0,0.1,50.0,3.0,1.0,8.361338754328685,0.07165313105737893,1.199862273753915e-10,119.98622737539151,150.0,False,0.125014348130729,0.3302250106817729,39.9954091251305
0.5,0.436455382421082,10.0,0.1,50.0,3.0,2.0,8.361338754328685,0.0513417119032592,8.597388875209395e-11,85.97388875209396,150.0,False,0.17447157756528336,0.3302250106817729,28.65796291736465
0.5,0.436455382421082,10.0,0.1,50.0,3.0,5.0,8.361338754328685,0.018887560283756183,3.162802614945607e-11,31.62802614945607,150.0,False,0.4742629188782926,0.3302250106817729,10.542675383152023
0.5,0.436455382421082,10.0,0.1,50.0,3.0,10.0,8.361338754328685,0.0035673993347252395,5.973762505540685e-12,5.973762505540685,150.0,False,2.510980305307995,0.3302250106817729,1.9912541685135614
0.5,0.436455382421082,10.0,0.1,50.0,9.6,0.5,8.361338754328685,0.09492497594001753,1.5895592528429485e-10,158.95592528429484,150.0,True,0.09436578078591468,1.0567200341816732,52.98530842809828
0.5,0.436455382421082,10.0,0.1,50.0,9.6,1.0,8.361338754328685,0.09010751057212907,1.5088887383134914e-10,150.88887383134914,150.0,True,0.09941090830040747,1.0567200341816732,50.296291277116374
0.5,0.436455382421082,10.0,0.1,50.0,9.6,2.0,8.361338754328685,0.0811936346150635,1.3596220793974938e-10,135.96220793974936,150.0,False,0.11032477500400065,1.0567200341816732,45.320735979916456
0.5,0.436455382421082,10.0,0.1,50.0,9.6,5.0,8.361338754328685,0.0594025320553635,9.947207627481382e-11,99.47207627481382,150.0,False,0.1507960883269306,1.0567200341816732,33.15735875827127
0.5,0.436455382421082,10.0,0.1,50.0,9.6,10.0,8.361338754328685,0.03528660814588489,5.908893199528192e-11,59.08893199528192,150.0,False,0.25385464745238084,1.0567200341816732,19.696310665093975
0.5,0.436455382421082,10.0,0.1,100.0,0.8,0.5,8.361338754328685,0.05352614285189903,8.963181164564417e-11,89.63181164564416,300.0,False,0.33470259553163806,0.0,29.877270548548054
0.5,0.436455382421082,10.0,0.1,100.0,0.8,1.0,8.361338754328685,0.028650479686019012,4.797645154219256e-11,47.97645154219256,300.0,False,0.625306771044055,0.0,15.992150514064186
0.5,0.436455382421082,10.0,0.1,100.0,0.8,2.0,8.361338754328685,0.008208499862389881,1.3745483503168635e-11,13.745483503168634,300.0,False,2.182535084566821,0.0,4.581827834389545
0.5,0.436455382421082,10.0,0.1,100.0,0.8,5.0,8.361338754328685,0.00019304541362277094,3.2326278769548566e-13,0.32326278769548566,300.0,False,92.80375329887978,0.0,0.10775426256516189
0.5,0.436455382421082,10.0,0.1,100.0,0.8,10.0,8.361338754328685,3.726653172078671e-07,6.240439855952501e-16,0.0006240439855952502,300.0,False,48073.53438617668,0.0,0.00020801466186508337
0.5,0.436455382421082,10.0,0.1,100.0,3.0,0.5,8.361338754328685,0.08464817248906142,1.417469791103838e-10,141.74697911038382,300.0,False,0.21164472208355037,0.0,47.2489930367946
0.5,0.436455382421082,10.0,0.1,100.0,3.0,1.0,8.361338754328685,0.07165313105737893,1.199862273753915e-10,119.98622737539151,300.0,False,0.250028696261458,0.0,39.9954091251305
0.5,0.436455382421082,10.0,0.1,100.0,3.0,2.0,8.361338754328685,0.0513417119032592,8.597388875209395e-11,85.97388875209396,300.0,False,0.34894315513056673,0.0,28.65796291736465
0.5,0.436455382421082,10.0,0.1,100.0,3.0,5.0,8.361338754328685,0.018887560283756183,3.162802614945607e-11,31.62802614945607,300.0,False,0.9485258377565852,0.0,10.542675383152023
0.5,0.436455382421082,10.0,0.1,100.0,3.0,10.0,8.361338754328685,0.0035673993347252395,5.973762505540685e-12,5.973762505540685,300.0,False,5.02196061061599,0.0,1.9912541685135614
0.5,0.436455382421082,10.0,0.1,100.0,9.6,0.5,8.361338754328685,0.09492497594001753,1.5895592528429485e-10,158.95592528429484,300.0,False,0.18873156157182935,0.0,52.98530842809828
0.5,0.436455382421082,10.0,0.1,100.0,9.6,1.0,8.361338754328685,0.09010751057212907,1.5088887383134914e-10,150.88887383134914,300.0,False,0.19882181660081494,0.0,50.296291277116374
0.5,0.436455382421082,10.0,0.1,100.0,9.6,2.0,8.361338754328685,0.0811936346150635,1.3596220793974938e-10,135.96220793974936,300.0,False,0.2206495500080013,0.0,45.320735979916456
0.5,0.436455382421082,10.0,0.1,100.0,9.6,5.0,8.361338754328685,0.0594025320553635,9.947207627481382e-11,99.47207627481382,300.0,False,0.3015921766538612,0.0,33.15735875827127
0.5,0.436455382421082,10.0,0.1,100.0,9.6,10.0,8.361338754328685,0.03528660814588489,5.908893199528192e-11,59.08893199528192,300.0,False,0.5077092949047617,0.0,19.696310665093975
0.5,0.436455382421082,100.0,0.01,1.0,0.8,0.5,0.8688353099937532,0.005352614285189903,9.313733738646666e-13,0.9313733738646666,3.0,False,0.03221049778942807,0.0,0.3104577912882222
0.5,0.436455382421082,100.0,0.01,1.0,0.8,1.0,0.8688353099937532,0.002865047968601901,4.985282425793528e-13,0.49852824257935285,3.0,False,0.06017713228197853,0.0,0.16617608085978428
0.5,0.436455382421082,100.0,0.01,1.0,0.8,2.0,0.8688353099937532,0.0008208499862389881,1.428307328692651e-13,0.1428307328692651,3.0,False,0.21003882986065336,0.0,0.047610244289755035
0.5,0.436455382421082,100.0,0.01,1.0,0.8,5.0,0.8688353099937532,1.9304541362277093e-05,3.3590568760469028e-15,0.003359056876046903,3.0,False,8.931078307702078,0.0,0.0011196856253489677
0.5,0.436455382421082,100.0,0.01,1.0,0.8,10.0,0.8688353099937532,3.726653172078671e-08,6.4845052401888705e-18,6.4845052401888704e-06,3.0,False,4626.41310150691,0.0,2.1615017467296233e-06
0.5,0.436455382421082,100.0,0.01,1.0,3.0,0.5,0.8688353099937532,0.008464817248906142,1.4729074392816682e-12,1.4729074392816683,3.0,False,0.020367878659524524,0.0,0.4909691464272227
0.5,0.436455382421082,100.0,0.01,1.0,3.0,1.0,0.8688353099937532,0.007165313105737893,1.2467892298073638e-12,1.2467892298073637,3.0,False,0.02406180554241327,0.0,0.41559640993578795
0.5,0.436455382421082,100.0,0.01,1.0,3.0,2.0,0.8688353099937532,0.005134171190325921,8.933635208431558e-13,0.8933635208431557,3.0,False,0.0335809547849973,0.0,0.2977878402810519
0.5,0.436455382421082,100.0,0.01,1.0,3.0,5.0,0.8688353099937532,0.0018887560283756184,3.286500728107323e-13,0.3286500728107323,3.0,False,0.09128249917436297,0.0,0.10955002427024409
0.5,0.436455382421082,100.0,0.01,1.0,3.0,10.0,0.8688353099937532,0.00035673993347252396,6.207398062473565e-14,0.06207398062473565,3.0,False,0.4832942836607035,0.0,0.020691326874911885
0.5,0.436455382421082,100.0,0.01,1.0,9.6,0.5,0.8688353099937532,0.009492497594001751,1.6517273689960965e-12,1.6517273689960965,3.0,False,0.018162803718772123,0.0,0.5505757896653656
0.5,0.436455382421082,100.0,0.01,1.0,9.6,1.0,0.8688353099937532,0.009010751057212905,1.567901807614229e-12,1.567901807614229,3.0,False,0.019133851274557166,0.0,0.5226339358714097
0.5,0.436455382421082,100.0,0.01,1.0,9.6,2.0,0.8688353099937532,0.00811936346150635,1.412797287056594e-12,1.4127972870565941,3.0,False,0.021234468861772566,0.0,0.4709324290188647
0.5,0.436455382421082,100.0,0.01,1.0,9.6,5.0,0.8688353099937532,0.0059402532055363505,1.0336245757440193e-12,1.0336245757440192,3.0,False,0.029024077700944298,0.0,0.34454152524800646
0.5,0.436455382421082,100.0,0.01,1.0,9.6,10.0,0.8688353099937532,0.003528660814588489,6.139991699384561e-13,0.6139991699384562,3.0,False,0.048860000906853066,0.0,0.20466638997948539
0.5,0.436455382421082,100.0,0.01,5.0,0.8,0.5,0.8688353099937532,0.005352614285189903,9.313733738646666e-13,0.9313733738646666,15.0,False,0.16105248894714033,0.0,0.3104577912882222
0.5,0.436455382421082,100.0,0.01,5.0,0.8,1.0,0.8688353099937532,0.002865047968601901,4.985282425793528e-13,0.49852824257935285,15.0,False,0.30088566140989265,0.0,0.16617608085978428
0.5,0.436455382421082,100.0,0.01,5.0,0.8,2.0,0.8688353099937532,0.0008208499862389881,1.428307328692651e-13,0.1428307328692651,15.0,False,1.0501941493032667,0.0,0.047610244289755035
0.5,0.436455382421082,100.0,0.01,5.0,0.8,5.0,0.8688353099937532,1.9304541362277093e-05,3.3590568760469028e-15,0.003359056876046903,15.0,False,44.655391538510386,0.0,0.0011196856253489677
0.5,0.436455382421082,100.0,0.01,5.0,0.8,10.0,0.8688353099937532,3.726653172078671e-08,6.4845052401888705e-18,6.4845052401888704e-06,15.0,False,23132.065507534546,0.0,2.1615017467296233e-06
