concentration_pM,sensor_surface_c_avg_6000s_pM,Kd_pM,alpha0,noise_floor_pA,lambda_D_nm,effective_charge_distance_nm,N_bound,alpha_eff,DeltaIds_screened_A,DeltaIds_screened_pA,detection_threshold_pA,detectable,required_alpha0_for_detection,maximum_allowed_distance_nm,maximum_allowed_noise_floor_pA
10.0,8.72910764842164,1.0,0.01,1.0,0.8,0.5,179.3848768052562,0.005352614285189903,1.9229685535180454e-10,192.29685535180454,3.0,True,0.00015600879143403258,3.828342408774549,64.09895178393485
10.0,8.72910764842164,1.0,0.01,1.0,0.8,1.0,179.3848768052562,0.002865047968601901,1.029290894953165e-10,102.9290894953165,3.0,True,0.0002914627939205181,3.828342408774549,34.30969649843883
10.0,8.72910764842164,1.0,0.01,1.0,0.8,2.0,179.3848768052562,0.0008208499862389881,2.948967787685999e-11,29.48967787685999,3.0,True,0.0010173051101226324,3.828342408774549,9.829892625619996
10.0,8.72910764842164,1.0,0.01,1.0,0.8,5.0,179.3848768052562,1.9304541362277093e-05,6.935307496835674e-13,0.6935307496835673,3.0,False,0.043256914006607354,3.828342408774549,0.23117691656118913
10.0,8.72910764842164,1.0,0.01,1.0,0.8,10.0,179.3848768052562,3.726653172078671e-08,1.3388293043277466e-15,0.0013388293043277465,3.0,False,22.40763621099824,3.828342408774549,0.0004462764347759156
10.0,8.72910764842164,1.0,0.01,1.0,3.0,0.5,179.3848768052562,0.008464817248906142,3.0410518138700775e-10,304.10518138700775,3.0,True,9.865007844710696e-05,14.356284032904558,101.36839379566925
10.0,8.72910764842164,1.0,0.01,1.0,3.0,1.0,179.3848768052562,0.007165313105737893,2.5741947848864733e-10,257.4194784886473,3.0,True,0.00011654129740350264,14.356284032904558,85.8064928295491
10.0,8.72910764842164,1.0,0.01,1.0,3.0,2.0,179.3848768052562,0.005134171190325921,1.8444911628869185e-10,184.44911628869184,3.0,True,0.00016264648269198153,14.356284032904558,61.48303876289728
10.0,8.72910764842164,1.0,0.01,1.0,3.0,5.0,179.3848768052562,0.0018887560283756184,6.785503782485033e-11,67.85503782485033,3.0,True,0.000442118978364392,14.356284032904558,22.618345941616774
10.0,8.72910764842164,1.0,0.01,1.0,3.0,10.0,179.3848768052562,0.00035673993347252396,1.2816161174734165e-11,12.816161174734166,3.0,True,0.0023407945320742477,14.356284032904558,4.272053724911388
10.0,8.72910764842164,1.0,0.01,1.0,9.6,0.5,179.3848768052562,0.009492497594001751,3.41025401701693e-10,341.025401701693,3.0,True,8.796998654734247e-05,45.940108905294586,113.67513390056433
10.0,8.72910764842164,1.0,0.01,1.0,9.6,1.0,179.3848768052562,0.009010751057212905,3.2371828051468024e-10,323.71828051468026,3.0,True,9.267317234078642e-05,45.940108905294586,107.9060935048934
10.0,8.72910764842164,1.0,0.01,1.0,9.6,2.0,179.3848768052562,0.00811936346150635,2.916944838386799e-10,291.6944838386799,3.0,True,0.00010284733398178125,45.940108905294586,97.2314946128933
10.0,8.72910764842164,1.0,0.01,1.0,9.6,5.0,179.3848768052562,0.0059402532055363505,2.1340824325390184e-10,213.40824325390184,3.0,True,0.0001405756382348717,45.940108905294586,71.13608108463394
10.0,8.72910764842164,1.0,0.01,1.0,9.6,10.0,179.3848768052562,0.003528660814588489,1.2676990010768717e-10,126.76990010768716,3.0,True,0.000236649235934681,45.940108905294586,42.25663336922906
10.0,8.72910764842164,1.0,0.01,5.0,0.8,0.5,179.3848768052562,0.005352614285189903,1.9229685535180454e-10,192.29685535180454,15.0,True,0.0007800439571701629,2.5407920788272684,64.09895178393485
10.0,8.72910764842164,1.0,0.01,5.0,0.8,1.0,179.3848768052562,0.002865047968601901,1.029290894953165e-10,102.9290894953165,15.0,True,0.0014573139696025905,2.5407920788272684,34.30969649843883
10.0,8.72910764842164,1.0,0.01,5.0,0.8,2.0,179.3848768052562,0.0008208499862389881,2.948967787685999e-11,29.48967787685999,15.0,True,0.0050865255506131616,2.5407920788272684,9.829892625619996
10.0,8.72910764842164,1.0,0.01,5.0,0.8,5.0,179.3848768052562,1.9304541362277093e-05,6.935307496835674e-13,0.6935307496835673,15.0,False,0.21628457003303675,2.5407920788272684,0.23117691656118913
10.0,8.72910764842164,1.0,0.01,5.0,0.8,10.0,179.3848768052562,3.726653172078671e-08,1.3388293043277466e-15,0.0013388293043277465,15.0,False,112.0381810549912,2.5407920788272684,0.0004462764347759156
10.0,8.72910764842164,1.0,0.01,5.0,3.0,0.5,179.3848768052562,0.008464817248906142,3.0410518138700775e-10,304.10518138700775,15.0,True,0.0004932503922355347,9.527970295602255,101.36839379566925
10.0,8.72910764842164,1.0,0.01,5.0,3.0,1.0,179.3848768052562,0.007165313105737893,2.5741947848864733e-10,257.4194784886473,15.0,True,0.0005827064870175131,9.527970295602255,85.8064928295491
10.0,8.72910764842164,1.0,0.01,5.0,3.0,2.0,179.3848768052562,0.005134171190325921,1.8444911628869185e-10,184.44911628869184,15.0,True,0.0008132324134599076,9.527970295602255,61.48303876289728
10.0,8.72910764842164,1.0,0.01,5.0,3.0,5.0,179.3848768052562,0.0018887560283756184,6.785503782485033e-11,67.85503782485033,15.0,True,0.00221059489182196,9.527970295602255,22.618345941616774
10.0,8.72910764842164,1.0,0.01,5.0,3.0,10.0,179.3848768052562,0.00035673993347252396,1.2816161174734165e-11,12.816161174734166,15.0,False,0.011703972660371237,9.527970295602255,4.272053724911388
10.0,8.72910764842164,1.0,0.01,5.0,9.6,0.5,179.3848768052562,0.009492497594001751,3.41025401701693e-10,341.025401701693,15.0,True,0.0004398499327367123,30.48950494592722,113.67513390056433
10.0,8.72910764842164,1.0,0.01,5.0,9.6,1.0,179.3848768052562,0.009010751057212905,3.2371828051468024e-10,323.71828051468026,15.0,True,0.00046336586170393204,30.48950494592722,107.9060935048934
10.0,8.72910764842164,1.0,0.01,5.0,9.6,2.0,179.3848768052562,0.00811936346150635,2.916944838386799e-10,291.6944838386799,15.0,True,0.0005142366699089062,30.48950494592722,97.2314946128933
10.0,8.72910764842164,1.0,0.01,5.0,9.6,5.0,179.3848768052562,0.0059402532055363505,2.1340824325390184e-10,213.40824325390184,15.0,True,0.0007028781911743586,30.48950494592722,71.13608108463394
10.0,8.72910764842164,1.0,0.01,5.0,9.6,10.0,179.3848768052562,0.003528660814588489,1.2676990010768717e-10,126.76990010768716,15.0,True,0.0011832461796734048,30.48950494592722,42.25663336922906
10.0,8.72910764842164,1.0,0.01,10.0,0.8,0.5,179.3848768052562,0.005352614285189903,1.9229685535180454e-10,192.29685535180454,30.0,True,0.0015600879143403258,1.9862743343793121,64.09895178393485
10.0,8.72910764842164,1.0,0.01,10.0,0.8,1.0,179.3848768052562,0.002865047968601901,1.029290894953165e-10,102.9290894953165,30.0,True,0.002914627939205181,1.9862743343793121,34.30969649843883
10.0,8.72910764842164,1.0,0.01,10.0,0.8,2.0,179.3848768052562,0.0008208499862389881,2.948967787685999e-11,29.48967787685999,30.0,False,0.010173051101226323,1.9862743343793121,9.829892625619996
10.0,8.72910764842164,1.0,0.01,10.0,0.8,5.0,179.3848768052562,1.9304541362277093e-05,6.935307496835674e-13,0.6935307496835673,30.0,False,0.4325691400660735,1.9862743343793121,0.23117691656118913
10.0,8.72910764842164,1.0,0.01,10.0,0.8,10.0,179.3848768052562,3.726653172078671e-08,1.3388293043277466e-15,0.0013388293043277465,30.0,False,224.0763621099824,1.9862743343793121,0.0004462764347759156
10.0,8.72910764842164,1.0,0.01,10.0,3.0,0.5,179.3848768052562,0.008464817248906142,3.0410518138700775e-10,304.10518138700775,30.0,True,0.0009865007844710694,7.44852875392242,101.36839379566925
10.0,8.72910764842164,1.0,0.01,10.0,3.0,1.0,179.3848768052562,0.007165313105737893,2.5741947848864733e-10,257.4194784886473,30.0,True,0.0011654129740350262,7.44852875392242,85.8064928295491
10.0,8.72910764842164,1.0,0.01,10.0,3.0,2.0,179.3848768052562,0.005134171190325921,1.8444911628869185e-10,184.44911628869184,30.0,True,0.0016264648269198152,7.44852875392242,61.48303876289728
10.0,8.72910764842164,1.0,0.01,10.0,3.0,5.0,179.3848768052562,0.0018887560283756184,6.785503782485033e-11,67.85503782485033,30.0,True,0.00442118978364392,7.44852875392242,22.618345941616774
10.0,8.72910764842164,1.0,0.01,10.0,3.0,10.0,179.3848768052562,0.00035673993347252396,1.2816161174734165e-11,12.816161174734166,30.0,False,0.023407945320742474,7.44852875392242,4.272053724911388
10.0,8.72910764842164,1.0,0.01,10.0,9.6,0.5,179.3848768052562,0.009492497594001751,3.41025401701693e-10,341.025401701693,30.0,True,0.0008796998654734247,23.835292012551744,113.67513390056433
10.0,8.72910764842164,1.0,0.01,10.0,9.6,1.0,179.3848768052562,0.009010751057212905,3.2371828051468024e-10,323.71828051468026,30.0,True,0.0009267317234078641,23.835292012551744,107.9060935048934
10.0,8.72910764842164,1.0,0.01,10.0,9.6,2.0,179.3848768052562,0.00811936346150635,2.916944838386799e-10,291.6944838386799,30.0,True,0.0010284733398178124,23.835292012551744,97.2314946128933
10.0,8.72910764842164,1.0,0.01,10.0,9.6,5.0,179.3848768052562,0.0059402532055363505,2.1340824325390184e-10,213.40824325390184,30.0,True,0.0014057563823487171,23.835292012551744,71.13608108463394
10.0,8.72910764842164,1.0,0.01,10.0,9.6,10.0,179.3848768052562,0.003528660814588489,1.2676990010768717e-10,126.76990010768716,30.0,True,0.0023664923593468097,23.835292012551744,42.25663336922906
10.0,8.72910764842164,1.0,0.01,50.0,0.8,0.5,179.3848768052562,0.005352614285189903,1.9229685535180454e-10,192.29685535180454,150.0,True,0.007800439571701629,0.6987240044320319,64.09895178393485
10.0,8.72910764842164,1.0,0.01,50.0,0.8,1.0,179.3848768052562,0.002865047968601901,1.029290894953165e-10,102.9290894953165,150.0,False,0.014573139696025906,0.6987240044320319,34.30969649843883
10.0,8.72910764842164,1.0,0.01,50.0,0.8,2.0,179.3848768052562,0.0008208499862389881,2.948967787685999e-11,29.48967787685999,150.0,False,0.050865255506131614,0.6987240044320319,9.829892625619996
10.0,8.72910764842164,1.0,0.01,50.0,0.8,5.0,179.3848768052562,1.9304541362277093e-05,6.935307496835674e-13,0.6935307496835673,150.0,False,2.1628457003303674,0.6987240044320319,0.23117691656118913
10.0,8.72910764842164,1.0,0.01,50.0,0.8,10.0,179.3848768052562,3.726653172078671e-08,1.3388293043277466e-15,0.0013388293043277465,150.0,False,1120.381810549912,0.6987240044320319,0.0004462764347759156
10.0,8.72910764842164,1.0,0.01,50.0,3.0,0.5,179.3848768052562,0.008464817248906142,3.0410518138700775e-10,304.10518138700775,150.0,True,0.004932503922355348,2.6202150166201195,101.36839379566925
10.0,8.72910764842164,1.0,0.01,50.0,3.0,1.0,179.3848768052562,0.007165313105737893,2.5741947848864733e-10,257.4194784886473,150.0,True,0.0058270648701751315,2.6202150166201195,85.8064928295491
10.0,8.72910764842164,1.0,0.01,50.0,3.0,2.0,179.3848768052562,0.005134171190325921,1.8444911628869185e-10,184.44911628869184,150.0,True,0.008132324134599076,2.6202150166201195,61.48303876289728
10.0,8.72910764842164,1.0,0.01,50.0,3.0,5.0,179.3848768052562,0.0018887560283756184,6.785503782485033e-11,67.85503782485033,150.0,False,0.0221059489182196,2.6202150166201195,22.618345941616774
10.0,8.72910764842164,1.0,0.01,50.0,3.0,10.0,179.3848768052562,0.00035673993347252396,1.2816161174734165e-11,12.816161174734166,150.0,False,0.11703972660371238,2.6202150166201195,4.272053724911388
10.0,8.72910764842164,1.0,0.01,50.0,9.6,0.5,179.3848768052562,0.009492497594001751,3.41025401701693e-10,341.025401701693,150.0,True,0.004398499327367123,8.384688053184382,113.67513390056433
10.0,8.72910764842164,1.0,0.01,50.0,9.6,1.0,179.3848768052562,0.009010751057212905,3.2371828051468024e-10,323.71828051468026,150.0,True,0.00463365861703932,8.384688053184382,107.9060935048934
10.0,8.72910764842164,1.0,0.01,50.0,9.6,2.0,179.3848768052562,0.00811936346150635,2.916944838386799e-10,291.6944838386799,150.0,True,0.005142366699089062,8.384688053184382,97.2314946128933
10.0,8.72910764842164,1.0,0.01,50.0,9.6,5.0,179.3848768052562,0.0059402532055363505,2.1340824325390184e-10,213.40824325390184,150.0,True,0.007028781911743585,8.384688053184382,71.13608108463394
10.0,8.72910764842164,1.0,0.01,50.0,9.6,10.0,179.3848768052562,0.003528660814588489,1.2676990010768717e-10,126.76990010768716,150.0,False,0.01183246179673405,8.384688053184382,42.25663336922906
10.0,8.72910764842164,1.0,0.01,100.0,0.8,0.5,179.3848768052562,0.005352614285189903,1.9229685535180454e-10,192.29685535180454,300.0,False,0.015600879143403258,0.14420625998407555,64.09895178393485
10.0,8.72910764842164,1.0,0.01,100.0,0.8,1.0,179.3848768052562,0.002865047968601901,1.029290894953165e-10,102.9290894953165,300.0,False,0.029146279392051812,0.14420625998407555,34.30969649843883
10.0,8.72910764842164,1.0,0.01,100.0,0.8,2.0,179.3848768052562,0.0008208499862389881,2.948967787685999e-11,29.48967787685999,300.0,False,0.10173051101226323,0.14420625998407555,9.829892625619996
10.0,8.72910764842164,1.0,0.01,100.0,0.8,5.0,179.3848768052562,1.9304541362277093e-05,6.935307496835674e-13,0.6935307496835673,300.0,False,4.325691400660735,0.14420625998407555,0.23117691656118913
10.0,8.72910764842164,1.0,0.01,100.0,0.8,10.0,179.3848768052562,3.726653172078671e-08,1.3388293043277466e-15,0.0013388293043277465,300.0,False,2240.763621099824,0.14420625998407555,0.0004462764347759156
10.0,8.72910764842164,1.0,0.01,100.0,3.0,0.5,179.3848768052562,0.008464817248906142,3.0410518138700775e-10,304.10518138700775,300.0,True,0.009865007844710696,0.5407734749402833,101.36839379566925
10.0,8.72910764842164,1.0,0.01,100.0,3.0,1.0,179.3848768052562,0.007165313105737893,2.5741947848864733e-10,257.4194784886473,300.0,False,0.011654129740350263,0.5407734749402833,85.8064928295491
10.0,8.72910764842164,1.0,0.01,100.0,3.0,2.0,179.3848768052562,0.005134171190325921,1.8444911628869185e-10,184.44911628869184,300.0,False,0.016264648269198153,0.5407734749402833,61.48303876289728
10.0,8.72910764842164,1.0,0.01,100.0,3.0,5.0,179.3848768052562,0.0018887560283756184,6.785503782485033e-11,67.85503782485033,300.0,False,0.0442118978364392,0.5407734749402833,22.618345941616774
10.0,8.72910764842164,1.0,0.01,100.0,3.0,10.0,179.3848768052562,0.00035673993347252396,1.2816161174734165e-11,12.816161174734166,300.0,False,0.23407945320742476,0.5407734749402833,4.272053724911388
10.0,8.72910764842164,1.0,0.01,100.0,9.6,0.5,179.3848768052562,0.009492497594001751,3.41025401701693e-10,341.025401701693,300.0,True,0.008796998654734246,1.7304751198089066,113.67513390056433
10.0,8.72910764842164,1.0,0.01,100.0,9.6,1.0,179.3848768052562,0.009010751057212905,3.2371828051468024e-10,323.71828051468026,300.0,True,0.00926731723407864,1.7304751198089066,107.9060935048934
10.0,8.72910764842164,1.0,0.01,100.0,9.6,2.0,179.3848768052562,0.00811936346150635,2.916944838386799e-10,291.6944838386799,300.0,False,0.010284733398178123,1.7304751198089066,97.2314946128933
10.0,8.72910764842164,1.0,0.01,100.0,9.6,5.0,179.3848768052562,0.0059402532055363505,2.1340824325390184e-10,213.40824325390184,300.0,False,0.01405756382348717,1.7304751198089066,71.13608108463394
10.0,8.72910764842164,1.0,0.01,100.0,9.6,10.0,179.3848768052562,0.003528660814588489,1.2676990010768717e-10,126.76990010768716,300.0,False,0.0236649235934681,1.7304751198089066,42.25663336922906
10.0,8.72910764842164,1.0,0.03,1.0,0.8,0.5,179.3848768052562,0.016057842855569708,5.768905660554135e-10,576.8905660554135,3.0,True,0.00015600879143403258,4.707232239709036,192.29685535180448
10.0,8.72910764842164,1.0,0.03,1.0,0.8,1.0,179.3848768052562,0.008595143905805703,3.087872684859495e-10,308.7872684859495,3.0,True,0.0002914627939205181,4.707232239709036,102.9290894953165
10.0,8.72910764842164,1.0,0.03,1.0,0.8,2.0,179.3848768052562,0.002462549958716964,8.846903363057995e-11,88.46903363057996,3.0,True,0.0010173051101226324,4.707232239709036,29.489677876859982
10.0,8.72910764842164,1.0,0.03,1.0,0.8,5.0,179.3848768052562,5.791362408683128e-05,2.0805922490507022e-12,2.080592249050702,3.0,False,0.043256914006607354,4.707232239709036,0.6935307496835673
10.0,8.72910764842164,1.0,0.03,1.0,0.8,10.0,179.3848768052562,1.1179959516236012e-07,4.0164879129832395e-15,0.004016487912983239,3.0,False,22.40763621099824,4.707232239709036,0.0013388293043277465
10.0,8.72910764842164,1.0,0.03,1.0,3.0,0.5,179.3848768052562,0.02539445174671842,9.123155441610231e-10,912.3155441610231,3.0,True,9.865007844710696e-05,17.652120898908883,304.1051813870077
10.0,8.72910764842164,1.0,0.03,1.0,3.0,1.0,179.3848768052562,0.021495939317213678,7.72258435465942e-10,772.258435465942,3.0,True,0.00011654129740350264,17.652120898908883,257.4194784886473
10.0,8.72910764842164,1.0,0.03,1.0,3.0,2.0,179.3848768052562,0.01540251357097776,5.533473488660754e-10,553.3473488660754,3.0,True,0.00016264648269198153,17.652120898908883,184.4491162886918
10.0,8.72910764842164,1.0,0.03,1.0,3.0,5.0,179.3848768052562,0.005666268085126855,2.0356511347455098e-10,203.56511347455097,3.0,True,0.000442118978364392,17.652120898908883,67.85503782485033
10.0,8.72910764842164,1.0,0.03,1.0,3.0,10.0,179.3848768052562,0.0010702198004175717,3.844848352420249e-11,38.448483524202494,3.0,True,0.0023407945320742477,17.652120898908883,12.816161174734164
10.0,8.72910764842164,1.0,0.03,1.0,9.6,0.5,179.3848768052562,0.028477492782005256,1.0230762051050791e-09,1023.0762051050791,3.0,True,8.796998654734247e-05,56.48678687650843,341.02540170169306
10.0,8.72910764842164,1.0,0.03,1.0,9.6,1.0,179.3848768052562,0.027032253171638716,9.711548415440407e-10,971.1548415440407,3.0,True,9.267317234078642e-05,56.48678687650843,323.71828051468026
10.0,8.72910764842164,1.0,0.03,1.0,9.6,2.0,179.3848768052562,0.024358090384519047,8.750834515160397e-10,875.0834515160396,3.0,True,0.00010284733398178125,56.48678687650843,291.6944838386799
10.0,8.72910764842164,1.0,0.03,1.0,9.6,5.0,179.3848768052562,0.01782075961660905,6.402247297617055e-10,640.2247297617055,3.0,True,0.0001405756382348717,56.48678687650843,213.40824325390182
10.0,8.72910764842164,1.0,0.03,1.0,9.6,10.0,179.3848768052562,0.010585982443765466,3.803097003230615e-10,380.3097003230615,3.0,True,0.000236649235934681,56.48678687650843,126.76990010768716
10.0,8.72910764842164,1.0,0.03,5.0,0.8,0.5,179.3848768052562,0.016057842855569708,5.768905660554135e-10,576.8905660554135,15.0,True,0.0007800439571701629,3.4196819097617563,192.29685535180448
10.0,8.72910764842164,1.0,0.03,5.0,0.8,1.0,179.3848768052562,0.008595143905805703,3.087872684859495e-10,308.7872684859495,15.0,True,0.0014573139696025905,3.4196819097617563,102.9290894953165
10.0,8.72910764842164,1.0,0.03,5.0,0.8,2.0,179.3848768052562,0.002462549958716964,8.846903363057995e-11,88.46903363057996,15.0,True,0.0050865255506131616,3.4196819097617563,29.489677876859982
10.0,8.72910764842164,1.0,0.03,5.0,0.8,5.0,179.3848768052562,5.791362408683128e-05,2.0805922490507022e-12,2.080592249050702,15.0,False,0.21628457003303675,3.4196819097617563,0.6935307496835673
10.0,8.72910764842164,1.0,0.03,5.0,0.8,10.0,179.3848768052562,1.1179959516236012e-07,4.0164879129832395e-15,0.004016487912983239,15.0,False,112.0381810549912,3.4196819097617563,0.0013388293043277465
10.0,8.72910764842164,1.0,0.03,5.0,3.0,0.5,179.3848768052562,0.02539445174671842,9.123155441610231e-10,912.3155441610231,15.0,True,0.0004932503922355347,12.823807161606586,304.1051813870077
10.0,8.72910764842164,1.0,0.03,5.0,3.0,1.0,179.3848768052562,0.021495939317213678,7.72258435465942e-10,772.258435465942,15.0,True,0.0005827064870175131,12.823807161606586,257.4194784886473
10.0,8.72910764842164,1.0,0.03,5.0,3.0,2.0,179.3848768052562,0.01540251357097776,5.533473488660754e-10,553.3473488660754,15.0,True,0.0008132324134599076,12.823807161606586,184.4491162886918
10.0,8.72910764842164,1.0,0.03,5.0,3.0,5.0,179.3848768052562,0.005666268085126855,2.0356511347455098e-10,203.56511347455097,15.0,True,0.00221059489182196,12.823807161606586,67.85503782485033
10.0,8.72910764842164,1.0,0.03,5.0,3.0,10.0,179.3848768052562,0.0010702198004175717,3.844848352420249e-11,38.448483524202494,15.0,True,0.011703972660371237,12.823807161606586,12.816161174734164
10.0,8.72910764842164,1.0,0.03,5.0,9.6,0.5,179.3848768052562,0.028477492782005256,1.0230762051050791e-09,1023.0762051050791,15.0,True,0.0004398499327367123,41.036182917141076,341.02540170169306
10.0,8.72910764842164,1.0,0.03,5.0,9.6,1.0,179.3848768052562,0.027032253171638716,9.711548415440407e-10,971.1548415440407,15.0,True,0.00046336586170393204,41.036182917141076,323.71828051468026
10.0,8.72910764842164,1.0,0.03,5.0,9.6,2.0,179.3848768052562,0.024358090384519047,8.750834515160397e-10,875.0834515160396,15.0,True,0.0005142366699089062,41.036182917141076,291.6944838386799
10.0,8.72910764842164,1.0,0.03,5.0,9.6,5.0,179.3848768052562,0.01782075961660905,6.402247297617055e-10,640.2247297617055,15.0,True,0.0007028781911743586,41.036182917141076,213.40824325390182
10.0,8.72910764842164,1.0,0.03,5.0,9.6,10.0,179.3848768052562,0.010585982443765466,3.803097003230615e-10,380.3097003230615,15.0,True,0.0011832461796734048,41.036182917141076,126.76990010768716
10.0,8.72910764842164,1.0,0.03,10.0,0.8,0.5,179.3848768052562,0.016057842855569708,5.768905660554135e-10,576.8905660554135,30.0,True,0.0015600879143403258,2.8651641653138,192.29685535180448
10.0,8.72910764842164,1.0,0.03,10.0,0.8,1.0,179.3848768052562,0.008595143905805703,3.087872684859495e-10,308.7872684859495,30.0,True,0.002914627939205181,2.8651641653138,102.9290894953165
10.0,8.72910764842164,1.0,0.03,10.0,0.8,2.0,179.3848768052562,0.002462549958716964,8.846903363057995e-11,88.46903363057996,30.0,True,0.010173051101226323,2.8651641653138,29.489677876859982
10.0,8.72910764842164,1.0,0.03,10.0,0.8,5.0,179.3848768052562,5.791362408683128e-05,2.0805922490507022e-12,2.080592249050702,30.0,False,0.4325691400660735,2.8651641653138,0.6935307496835673
10.0,8.72910764842164,1.0,0.03,10.0,0.8,10.0,179.3848768052562,1.1179959516236012e-07,4.0164879129832395e-15,0.004016487912983239,30.0,False,224.0763621099824,2.8651641653138,0.0013388293043277465
10.0,8.72910764842164,1.0,0.03,10.0,3.0,0.5,179.3848768052562,0.02539445174671842,9.123155441610231e-10,912.3155441610231,30.0,True,0.0009865007844710694,10.74436561992675,304.1051813870077
10.0,8.72910764842164,1.0,0.03,10.0,3.0,1.0,179.3848768052562,0.021495939317213678,7.72258435465942e-10,772.258435465942,30.0,True,0.0011654129740350262,10.74436561992675,257.4194784886473
10.0,8.72910764842164,1.0,0.03,10.0,3.0,2.0,179.3848768052562,0.01540251357097776,5.533473488660754e-10,553.3473488660754,30.0,True,0.0016264648269198152,10.74436561992675,184.4491162886918
10.0,8.72910764842164,1.0,0.03,10.0,3.0,5.0,179.3848768052562,0.005666268085126855,2.0356511347455098e-10,203.56511347455097,30.0,True,0.00442118978364392,10.74436561992675,67.85503782485033
10.0,8.72910764842164,1.0,0.03,10.0,3.0,10.0,179.3848768052562,0.0010702198004175717,3.844848352420249e-11,38.448483524202494,30.0,True,0.023407945320742474,10.74436561992675,12.816161174734164
10.0,8.72910764842164,1.0,0.03,10.0,9.6,0.5,179.3848768052562,0.028477492782005256,1.0230762051050791e-09,1023.0762051050791,30.0,True,0.0008796998654734247,34.3819699837656,341.02540170169306
10.0,8.72910764842164,1.0,0.03,10.0,9.6,1.0,179.3848768052562,0.027032253171638716,9.711548415440407e-10,971.1548415440407,30.0,True,0.0009267317234078641,34.3819699837656,323.71828051468026
10.0,8.72910764842164,1.0,0.03,10.0,9.6,2.0,179.3848768052562,0.024358090384519047,8.750834515160397e-10,875.0834515160396,30.0,True,0.0010284733398178124,34.3819699837656,291.6944838386799
10.0,8.72910764842164,1.0,0.03,10.0,9.6,5.0,179.3848768052562,0.01782075961660905,6.402247297617055e-10,640.2247297617055,30.0,True,0.0014057563823487171,34.3819699837656,213.40824325390182
10.0,8.72910764842164,1.0,0.03,10.0,9.6,10.0,179.3848768052562,0.010585982443765466,3.803097003230615e-10,380.3097003230615,30.0,True,0.0023664923593468097,34.3819699837656,126.76990010768716
10.0,8.72910764842164,1.0,0.03,50.0,0.8,0.5,179.3848768052562,0.016057842855569708,5.768905660554135e-10,576.8905660554135,150.0,True,0.007800439571701629,1.5776138353665197,192.29685535180448
10.0,8.72910764842164,1.0,0.03,50.0,0.8,1.0,179.3848768052562,0.008595143905805703,3.087872684859495e-10,308.7872684859495,150.0,True,0.014573139696025906,1.5776138353665197,102.9290894953165
10.0,8.72910764842164,1.0,0.03,50.0,0.8,2.0,179.3848768052562,0.002462549958716964,8.846903363057995e-11,88.46903363057996,150.0,False,0.050865255506131614,1.5776138353665197,29.489677876859982
10.0,8.72910764842164,1.0,0.03,50.0,0.8,5.0,179.3848768052562,5.791362408683128e-05,2.0805922490507022e-12,2.080592249050702,150.0,False,2.1628457003303674,1.5776138353665197,0.6935307496835673
10.0,8.72910764842164,1.0,0.03,50.0,0.8,10.0,179.3848768052562,1.1179959516236012e-07,4.0164879129832395e-15,0.004016487912983239,150.0,False,1120.381810549912,1.5776138353665197,0.0013388293043277465
10.0,8.72910764842164,1.0,0.03,50.0,3.0,0.5,179.3848768052562,0.02539445174671842,9.123155441610231e-10,912.3155441610231,150.0,True,0.004932503922355348,5.916051882624449,304.1051813870077
10.0,8.72910764842164,1.0,0.03,50.0,3.0,1.0,179.3848768052562,0.021495939317213678,7.72258435465942e-10,772.258435465942,150.0,True,0.0058270648701751315,5.916051882624449,257.4194784886473
10.0,8.72910764842164,1.0,0.03,50.0,3.0,2.0,179.3848768052562,0.01540251357097776,5.533473488660754e-10,553.3473488660754,150.0,True,0.008132324134599076,5.916051882624449,184.4491162886918
10.0,8.72910764842164,1.0,0.03,50.0,3.0,5.0,179.3848768052562,0.005666268085126855,2.0356511347455098e-10,203.56511347455097,150.0,True,0.0221059489182196,5.916051882624449,67.85503782485033
10.0,8.72910764842164,1.0,0.03,50.0,3.0,10.0,179.3848768052562,0.0010702198004175717,3.844848352420249e-11,38.448483524202494,150.0,False,0.11703972660371238,5.916051882624449,12.816161174734164
10.0,8.72910764842164,1.0,0.03,50.0,9.6,0.5,179.3848768052562,0.028477492782005256,1.0230762051050791e-09,1023.0762051050791,150.0,True,0.004398499327367123,18.931366024398233,341.02540170169306
10.0,8.72910764842164,1.0,0.03,50.0,9.6,1.0,179.3848768052562,0.027032253171638716,9.711548415440407e-10,971.1548415440407,150.0,True,0.00463365861703932,18.931366024398233,323.71828051468026
10.0,8.72910764842164,1.0,0.03,50.0,9.6,2.0,179.3848768052562,0.024358090384519047,8.750834515160397e-10,875.0834515160396,150.0,True,0.005142366699089062,18.931366024398233,291.6944838386799
10.0,8.72910764842164,1.0,0.03,50.0,9.6,5.0,179.3848768052562,0.01782075961660905,6.402247297617055e-10,640.2247297617055,150.0,True,0.007028781911743585,18.931366024398233,213.40824325390182
10.0,8.72910764842164,1.0,0.03,50.0,9.6,10.0,179.3848768052562,0.010585982443765466,3.803097003230615e-10,380.3097003230615,150.0,True,0.01183246179673405,18.931366024398233,126.76990010768716
10.0,8.72910764842164,1.0,0.03,100.0,0.8,0.5,179.3848768052562,0.016057842855569708,5.768905660554135e-10,576.8905660554135,300.0,True,0.015600879143403258,1.0230960909185634,192.29685535180448
