concentration_pM,Kd_pM,noise_floor_pA,lambda_D_nm,effective_charge_distance_nm,N_bound,required_alpha0_for_detection
0.5,100.0,10.0,3.0,2.0,0.8688353099937532,0.33580954784997297
0.5,100.0,10.0,3.0,5.0,0.8688353099937532,0.9128249917436296
0.5,100.0,10.0,3.0,10.0,0.8688353099937532,4.832942836607034
0.5,100.0,10.0,9.6,0.5,0.8688353099937532,0.18162803718772122
0.5,100.0,10.0,9.6,1.0,0.8688353099937532,0.19133851274557165
0.5,100.0,10.0,9.6,2.0,0.8688353099937532,0.21234468861772562
0.5,100.0,10.0,9.6,5.0,0.8688353099937532,0.29024077700944295
0.5,100.0,10.0,9.6,10.0,0.8688353099937532,0.4886000090685306
0.5,100.0,50.0,0.8,0.5,0.8688353099937532,1.6105248894714033
0.5,100.0,50.0,0.8,1.0,0.8688353099937532,3.0088566140989266
0.5,100.0,50.0,0.8,2.0,0.8688353099937532,10.501941493032668
0.5,100.0,50.0,0.8,5.0,0.8688353099937532,446.5539153851039
0.5,100.0,50.0,0.8,10.0,0.8688353099937532,231320.65507534545
0.5,100.0,50.0,3.0,0.5,0.8688353099937532,1.0183939329762262
0.5,100.0,50.0,3.0,1.0,0.8688353099937532,1.2030902771206635
0.5,100.0,50.0,3.0,2.0,0.8688353099937532,1.6790477392498648
0.5,100.0,50.0,3.0,5.0,0.8688353099937532,4.564124958718148
0.5,100.0,50.0,3.0,10.0,0.8688353099937532,24.164714183035173
0.5,100.0,50.0,9.6,0.5,0.8688353099937532,0.9081401859386061
0.5,100.0,50.0,9.6,1.0,0.8688353099937532,0.9566925637278582
0.5,100.0,50.0,9.6,2.0,0.8688353099937532,1.0617234430886282
0.5,100.0,50.0,9.6,5.0,0.8688353099937532,1.4512038850472149
0.5,100.0,50.0,9.6,10.0,0.8688353099937532,2.4430000453426532
0.5,100.0,100.0,0.8,0.5,0.8688353099937532,3.2210497789428065
0.5,100.0,100.0,0.8,1.0,0.8688353099937532,6.017713228197853
0.5,100.0,100.0,0.8,2.0,0.8688353099937532,21.003882986065335
0.5,100.0,100.0,0.8,5.0,0.8688353099937532,893.1078307702078
0.5,100.0,100.0,0.8,10.0,0.8688353099937532,462641.3101506909
0.5,100.0,100.0,3.0,0.5,0.8688353099937532,2.0367878659524523
0.5,100.0,100.0,3.0,1.0,0.8688353099937532,2.406180554241327
0.5,100.0,100.0,3.0,2.0,0.8688353099937532,3.3580954784997297
0.5,100.0,100.0,3.0,5.0,0.8688353099937532,9.128249917436296
0.5,100.0,100.0,3.0,10.0,0.8688353099937532,48.329428366070346
0.5,100.0,100.0,9.6,0.5,0.8688353099937532,1.8162803718772123
0.5,100.0,100.0,9.6,1.0,0.8688353099937532,1.9133851274557163
0.5,100.0,100.0,9.6,2.0,0.8688353099937532,2.1234468861772564
0.5,100.0,100.0,9.6,5.0,0.8688353099937532,2.9024077700944297
0.5,100.0,100.0,9.6,10.0,0.8688353099937532,4.8860000906853065
1.0,1.0,1.0,0.8,0.5,93.18408595319649,0.000300326150604591
1.0,1.0,1.0,0.8,1.0,93.18408595319649,0.000561083116778208
1.0,1.0,1.0,0.8,2.0,93.18408595319649,0.001958372505197558
1.0,1.0,1.0,0.8,5.0,93.18408595319649,0.08327211788017375
1.0,1.0,1.0,0.8,10.0,93.18408595319649,43.136024999223956
1.0,1.0,1.0,3.0,0.5,93.18408595319649,0.00018990723564055206
1.0,1.0,1.0,3.0,1.0,93.18408595319649,0.0002243488903024961
1.0,1.0,1.0,3.0,2.0,93.18408595319649,0.0003131040988604396
1.0,1.0,1.0,3.0,5.0,93.18408595319649,0.0008511051823483776
1.0,1.0,1.0,3.0,10.0,93.18408595319649,0.004506167919846965
1.0,1.0,1.0,9.6,0.5,93.18408595319649,0.00016934742706261162
1.0,1.0,1.0,9.6,1.0,93.18408595319649,0.0001784013378835315
