concentration_pM,Kd_pM,alpha0,noise_floor_pA,lambda_D_nm,maximum_allowed_distance_nm
100.0,100.0,0.01,1.0,9.6,39.65252466410794
100.0,100.0,0.01,5.0,0.8,2.0168267253950485
100.0,100.0,0.01,5.0,3.0,7.563100220231432
100.0,100.0,0.01,5.0,9.6,24.201920704740584
100.0,100.0,0.01,10.0,0.8,1.4623089809470924
100.0,100.0,0.01,10.0,3.0,5.4836586785515955
100.0,100.0,0.01,10.0,9.6,17.547707771365108
100.0,100.0,0.01,50.0,0.8,0.1747586509998118
100.0,100.0,0.01,50.0,3.0,0.6553449412492942
100.0,100.0,0.01,50.0,9.6,2.0971038119977417
100.0,100.0,0.01,100.0,0.8,0.0
100.0,100.0,0.01,100.0,3.0,0.0
100.0,100.0,0.01,100.0,9.6,0.0
100.0,100.0,0.03,1.0,0.8,4.183266886276817
100.0,100.0,0.03,1.0,3.0,15.687250823538061
100.0,100.0,0.03,1.0,9.6,50.1992026353218
100.0,100.0,0.03,5.0,0.8,2.895716556329536
100.0,100.0,0.03,5.0,3.0,10.858937086235759
100.0,100.0,0.03,5.0,9.6,34.748598675954426
100.0,100.0,0.03,10.0,0.8,2.34119881188158
100.0,100.0,0.03,10.0,3.0,8.779495544555925
100.0,100.0,0.03,10.0,9.6,28.094385742578957
100.0,100.0,0.03,50.0,0.8,1.0536484819342995
100.0,100.0,0.03,50.0,3.0,3.951181807253623
100.0,100.0,0.03,50.0,9.6,12.643781783211594
100.0,100.0,0.03,100.0,0.8,0.4991307374863433
100.0,100.0,0.03,100.0,3.0,1.8717402655737874
100.0,100.0,0.03,100.0,9.6,5.989568849836119
100.0,100.0,0.1,1.0,0.8,5.1464451297375655
100.0,100.0,0.1,1.0,3.0,19.29916923651587
100.0,100.0,0.1,1.0,9.6,61.75734155685078
100.0,100.0,0.1,5.0,0.8,3.858894799790285
100.0,100.0,0.1,5.0,3.0,14.470855499213569
100.0,100.0,0.1,5.0,9.6,46.30673759748342
100.0,100.0,0.1,10.0,0.8,3.3043770553423286
100.0,100.0,0.1,10.0,3.0,12.391413957533732
100.0,100.0,0.1,10.0,9.6,39.65252466410794
100.0,100.0,0.1,50.0,0.8,2.0168267253950485
100.0,100.0,0.1,50.0,3.0,7.563100220231432
100.0,100.0,0.1,50.0,9.6,24.201920704740584
100.0,100.0,0.1,100.0,0.8,1.4623089809470924
100.0,100.0,0.1,100.0,3.0,5.4836586785515955
100.0,100.0,0.1,100.0,9.6,17.547707771365108
1000.0,1.0,0.01,1.0,0.8,3.9141936854909485
1000.0,1.0,0.01,1.0,3.0,14.678226320591055
1000.0,1.0,0.01,1.0,9.6,46.970324225891375
1000.0,1.0,0.01,5.0,0.8,2.626643355543668
1000.0,1.0,0.01,5.0,3.0,9.849912583288754
1000.0,1.0,0.01,5.0,9.6,31.51972026652401
1000.0,1.0,0.01,10.0,0.8,2.0721256110957116
1000.0,1.0,0.01,10.0,3.0,7.770471041608918
1000.0,1.0,0.01,10.0,9.6,24.865507333148535
1000.0,1.0,0.01,50.0,0.8,0.7845752811484311
1000.0,1.0,0.01,50.0,3.0,2.9421573043066167
1000.0,1.0,0.01,50.0,9.6,9.414903373781172
1000.0,1.0,0.01,100.0,0.8,0.23005753670047488
1000.0,1.0,0.01,100.0,3.0,0.8627157626267807
1000.0,1.0,0.01,100.0,9.6,2.7606904404056984
1000.0,1.0,0.03,1.0,0.8,4.793083516425436
1000.0,1.0,0.03,1.0,3.0,17.974063186595384
1000.0,1.0,0.03,1.0,9.6,57.51700219710522
1000.0,1.0,0.03,5.0,0.8,3.5055331864781554
1000.0,1.0,0.03,5.0,3.0,13.145749449293081
1000.0,1.0,0.03,5.0,9.6,42.06639823773786
1000.0,1.0,0.03,10.0,0.8,2.951015442030199
1000.0,1.0,0.03,10.0,3.0,11.066307907613247
1000.0,1.0,0.03,10.0,9.6,35.41218530436239
1000.0,1.0,0.03,50.0,0.8,1.6634651120829187
1000.0,1.0,0.03,50.0,3.0,6.2379941703109445
1000.0,1.0,0.03,50.0,9.6,19.96158134499502
1000.0,1.0,0.03,100.0,0.8,1.1089473676349626
1000.0,1.0,0.03,100.0,3.0,4.158552628631109
1000.0,1.0,0.03,100.0,9.6,13.30736841161955
1000.0,1.0,0.1,1.0,0.8,5.7562617598861845
1000.0,1.0,0.1,1.0,3.0,21.58598159957319
1000.0,1.0,0.1,1.0,9.6,69.0751411186342
1000.0,1.0,0.1,5.0,0.8,4.468711429938905
1000.0,1.0,0.1,5.0,3.0,16.757667862270893
1000.0,1.0,0.1,5.0,9.6,53.62453715926685
1000.0,1.0,0.1,10.0,0.8,3.9141936854909485
1000.0,1.0,0.1,10.0,3.0,14.678226320591055
1000.0,1.0,0.1,10.0,9.6,46.970324225891375
1000.0,1.0,0.1,50.0,0.8,2.626643355543668
1000.0,1.0,0.1,50.0,3.0,9.849912583288754
1000.0,1.0,0.1,50.0,9.6,31.51972026652401
1000.0,1.0,0.1,100.0,0.8,2.0721256110957116
1000.0,1.0,0.1,100.0,3.0,7.770471041608918
1000.0,1.0,0.1,100.0,9.6,24.865507333148535
1000.0,10.0,0.01,1.0,0.8,3.9059969929244107
1000.0,10.0,0.01,1.0,3.0,14.64748872346654
1000.0,10.0,0.01,1.0,9.6,46.87196391509293
1000.0,10.0,0.01,5.0,0.8,2.61844666297713
1000.0,10.0,0.01,5.0,3.0,9.819174986164239
1000.0,10.0,0.01,5.0,9.6,31.42135995572556
1000.0,10.0,0.01,10.0,0.8,2.063928918529174
1000.0,10.0,0.01,10.0,3.0,7.7397334444844015
1000.0,10.0,0.01,10.0,9.6,24.767147022350084
1000.0,10.0,0.01,50.0,0.8,0.7763785885818935
1000.0,10.0,0.01,50.0,3.0,2.9114197071821004
1000.0,10.0,0.01,50.0,9.6,9.31654306298272
1000.0,10.0,0.01,100.0,0.8,0.2218608441339372
1000.0,10.0,0.01,100.0,3.0,0.8319781655022644
1000.0,10.0,0.01,100.0,9.6,2.662330129607246
1000.0,10.0,0.03,1.0,0.8,4.784886823858898
1000.0,10.0,0.03,1.0,3.0,17.943325589470867
1000.0,10.0,0.03,1.0,9.6,57.41864188630677
1000.0,10.0,0.03,5.0,0.8,3.4973364939116176
1000.0,10.0,0.03,5.0,3.0,13.115011852168564
1000.0,10.0,0.03,5.0,9.6,41.96803792693941
1000.0,10.0,0.03,10.0,0.8,2.9428187494636617
1000.0,10.0,0.03,10.0,3.0,11.03557031048873
1000.0,10.0,0.03,10.0,9.6,35.313824993563934
1000.0,10.0,0.03,50.0,0.8,1.6552684195163812
1000.0,10.0,0.03,50.0,3.0,6.207256573186429
1000.0,10.0,0.03,50.0,9.6,19.86322103419657
1000.0,10.0,0.03,100.0,0.8,1.1007506750684248
1000.0,10.0,0.03,100.0,3.0,4.127815031506593
1000.0,10.0,0.03,100.0,9.6,13.209008100821098
1000.0,10.0,0.1,1.0,0.8,5.748065067319647
1000.0,10.0,0.1,1.0,3.0,21.555244002448674
1000.0,10.0,0.1,1.0,9.6,68.97678080783575
1000.0,10.0,0.1,5.0,0.8,4.460514737372367
1000.0,10.0,0.1,5.0,3.0,16.726930265146375
1000.0,10.0,0.1,5.0,9.6,53.5261768484684
1000.0,10.0,0.1,10.0,0.8,3.9059969929244107
1000.0,10.0,0.1,10.0,3.0,14.64748872346654
1000.0,10.0,0.1,10.0,9.6,46.87196391509293
1000.0,10.0,0.1,50.0,0.8,2.61844666297713
1000.0,10.0,0.1,50.0,3.0,9.819174986164239
1000.0,10.0,0.1,50.0,9.6,31.42135995572556
1000.0,10.0,0.1,100.0,0.8,2.063928918529174
1000.0,10.0,0.1,100.0,3.0,7.7397334444844015
1000.0,10.0,0.1,100.0,9.6,24.767147022350084
1000.0,100.0,0.01,1.0,0.8,3.828342408774549
1000.0,100.0,0.01,1.0,3.0,14.356284032904558
1000.0,100.0,0.01,1.0,9.6,45.940108905294586
1000.0,100.0,0.01,5.0,0.8,2.5407920788272684
1000.0,100.0,0.01,5.0,3.0,9.527970295602255
1000.0,100.0,0.01,5.0,9.6,30.48950494592722
1000.0,100.0,0.01,10.0,0.8,1.9862743343793121
1000.0,100.0,0.01,10.0,3.0,7.44852875392242
1000.0,100.0,0.01,10.0,9.6,23.835292012551744
1000.0,100.0,0.01,50.0,0.8,0.6987240044320319
1000.0,100.0,0.01,50.0,3.0,2.6202150166201195
1000.0,100.0,0.01,50.0,9.6,8.384688053184382
1000.0,100.0,0.01,100.0,0.8,0.14420625998407555
1000.0,100.0,0.01,100.0,3.0,0.5407734749402833
1000.0,100.0,0.01,100.0,9.6,1.7304751198089066
1000.0,100.0,0.03,1.0,0.8,4.707232239709036
1000.0,100.0,0.03,1.0,3.0,17.652120898908883
1000.0,100.0,0.03,1.0,9.6,56.48678687650843
1000.0,100.0,0.03,5.0,0.8,3.4196819097617563
1000.0,100.0,0.03,5.0,3.0,12.823807161606586
1000.0,100.0,0.03,5.0,9.6,41.036182917141076
1000.0,100.0,0.03,10.0,0.8,2.8651641653138
1000.0,100.0,0.03,10.0,3.0,10.74436561992675
1000.0,100.0,0.03,10.0,9.6,34.3819699837656
1000.0,100.0,0.03,50.0,0.8,1.5776138353665197
1000.0,100.0,0.03,50.0,3.0,5.916051882624449
1000.0,100.0,0.03,50.0,9.6,18.931366024398233
1000.0,100.0,0.03,100.0,0.8,1.0230960909185634
1000.0,100.0,0.03,100.0,3.0,3.8366103409446124
1000.0,100.0,0.03,100.0,9.6,12.27715309102276
1000.0,100.0,0.1,1.0,0.8,5.6704104831697855
1000.0,100.0,0.1,1.0,3.0,21.264039311886695
1000.0,100.0,0.1,1.0,9.6,68.04492579803743
1000.0,100.0,0.1,5.0,0.8,4.382860153222505
1000.0,100.0,0.1,5.0,3.0,16.435725574584396
1000.0,100.0,0.1,5.0,9.6,52.59432183867006
1000.0,100.0,0.1,10.0,0.8,3.828342408774549
1000.0,100.0,0.1,10.0,3.0,14.356284032904558
1000.0,100.0,0.1,10.0,9.6,45.940108905294586
1000.0,100.0,0.1,50.0,0.8,2.5407920788272684
1000.0,100.0,0.1,50.0,3.0,9.527970295602255
1000.0,100.0,0.1,50.0,9.6,30.48950494592722
1000.0,100.0,0.1,100.0,0.8,1.9862743343793126
1000.0,100.0,0.1,100.0,3.0,7.448528753922421
1000.0,100.0,0.1,100.0,9.6,23.835292012551747
